usage_id,subscription_id,customer_id,month,devices_connected,data_transfer_gb,active_users,connection_hours,created_at
usage_58ab3370,sub_be49f23a,cust_852f36ae,2024-11-01,173,77422.33,100,85300.83,2024-11-03
usage_83e1514f,sub_be49f23a,cust_852f36ae,2024-12-01,196,47151.85,100,20691.7,2024-12-03
usage_dfdee13b,sub_93166a2a,cust_6b40e499,2024-03-01,2,473.59,1,917.78,2024-03-04
usage_409ccd52,sub_93166a2a,cust_6b40e499,2024-04-01,1,117.98,1,211.5,2024-04-04
usage_6253f0e9,sub_93166a2a,cust_6b40e499,2024-05-01,2,220.43,1,479.55,2024-05-05
usage_7022d7d1,sub_93166a2a,cust_6b40e499,2024-06-01,3,509.07,1,824.61,2024-06-06
usage_984dce2d,sub_93166a2a,cust_6b40e499,2024-07-01,1,119.12,1,107.6,2024-07-05
usage_8fba1d83,sub_93166a2a,cust_6b40e499,2024-08-01,3,508.77,1,691.28,2024-08-06
usage_b11eb000,sub_93166a2a,cust_6b40e499,2024-09-01,1,393.14,1,168.28,2024-09-04
usage_b8cded9b,sub_93166a2a,cust_6b40e499,2024-10-01,1,275.12,1,307.76,2024-10-03
usage_4b564b6f,sub_93166a2a,cust_6b40e499,2024-11-01,1,225.94,1,171.88,2024-11-03
usage_081f6961,sub_93166a2a,cust_6b40e499,2024-12-01,3,64.25,1,813.33,2024-12-03
usage_0a2bd5c8,sub_2ac15ea7,cust_86b4de04,2024-01-01,2620,676624.24,1079,747258.79,2024-01-03
usage_18c5cc10,sub_2ac15ea7,cust_86b4de04,2024-02-01,2270,431125.72,1079,715950.78,2024-02-03
usage_bea17269,sub_2ac15ea7,cust_86b4de04,2024-03-01,2690,1262065.22,1079,983886.8,2024-03-05
usage_a79073db,sub_2ac15ea7,cust_86b4de04,2024-04-01,3474,68933.23,1079,464622.7,2024-04-03
usage_9b7cfd9e,sub_2ac15ea7,cust_86b4de04,2024-05-01,3682,847324.32,1079,404217.79,2024-05-03
usage_b343bcfa,sub_2ac15ea7,cust_86b4de04,2024-06-01,3907,1626958.1,1079,1757230.46,2024-06-05
usage_f9686ede,sub_2ac15ea7,cust_86b4de04,2024-07-01,2236,438406.85,1079,847858.36,2024-07-06
usage_1c0db8c3,sub_2ac15ea7,cust_86b4de04,2024-08-01,2881,1067969.73,1079,391527.44,2024-08-05
usage_62b32a86,sub_2ac15ea7,cust_86b4de04,2024-09-01,3943,952409.02,1079,1222351.63,2024-09-04
usage_197c834f,sub_2ac15ea7,cust_86b4de04,2024-10-01,1548,724719.25,1079,495828.52,2024-10-02
usage_2a780fdf,sub_2ac15ea7,cust_86b4de04,2024-11-01,3677,1216392.99,1079,1509935.56,2024-11-06
usage_6e52f2a1,sub_2ac15ea7,cust_86b4de04,2024-12-01,2708,628043.26,1079,1080766.82,2024-12-03
usage_e60a534f,sub_be760c30,cust_e7c121c8,2024-06-01,634,242337.95,217,131828.69,2024-06-04
usage_e70e1a44,sub_be760c30,cust_e7c121c8,2024-07-01,338,57652.34,217,85642.33,2024-07-03
usage_791bf506,sub_be760c30,cust_e7c121c8,2024-08-01,345,151668.3,217,62860.75,2024-08-04
usage_81dc03de,sub_be760c30,cust_e7c121c8,2024-09-01,773,264008.52,217,324654.45,2024-09-03
usage_bd5f4fae,sub_be760c30,cust_e7c121c8,2024-10-01,616,122864.64,217,113269.86,2024-10-02
usage_21dd5522,sub_be760c30,cust_e7c121c8,2024-11-01,500,221184.81,217,125216.42,2024-11-05
usage_80428d09,sub_be760c30,cust_e7c121c8,2024-12-01,642,70096.68,217,217978.17,2024-12-04
usage_b04294bc,sub_200c3e4f,cust_19f35441,2024-09-01,1,332.43,1,311.71,2024-09-06
usage_4e59c7ed,sub_200c3e4f,cust_19f35441,2024-10-01,3,133.79,1,474.84,2024-10-06
usage_81587608,sub_200c3e4f,cust_19f35441,2024-11-01,2,34.42,1,755.21,2024-11-05
usage_74d1cf28,sub_200c3e4f,cust_19f35441,2024-12-01,2,799.09,1,284.65,2024-12-02
usage_48f8c7ab,sub_63dcae21,cust_5f830ee5,2024-06-01,1,320.65,1,244.12,2024-06-06
usage_8cc5e985,sub_63dcae21,cust_5f830ee5,2024-07-01,2,760.49,1,930.33,2024-07-04
usage_9cb009a3,sub_63dcae21,cust_5f830ee5,2024-08-01,2,395.65,1,440.07,2024-08-03
usage_c0e4ddcf,sub_63dcae21,cust_5f830ee5,2024-09-01,1,269.06,1,345.78,2024-09-02
usage_3290aea7,sub_afa3be9f,cust_49522741,2024-06-01,527,234987.11,151,212843.86,2024-06-06
usage_41d6d63b,sub_afa3be9f,cust_49522741,2024-07-01,586,156690.3,151,80109.04,2024-07-02
usage_630b2da7,sub_afa3be9f,cust_49522741,2024-08-01,296,110949.83,151,137827.89,2024-08-03
usage_eb5a6bbf,sub_afa3be9f,cust_49522741,2024-09-01,304,119222.37,151,80741.91,2024-09-02
usage_a7cda972,sub_afa3be9f,cust_49522741,2024-10-01,321,91033.04,151,97017.59,2024-10-04
usage_17ac44d3,sub_afa3be9f,cust_49522741,2024-11-01,390,157203.92,151,115123.97,2024-11-02
usage_a256b315,sub_afa3be9f,cust_49522741,2024-12-01,380,163724.04,151,146521.46,2024-12-05
usage_d1191689,sub_d4e52b6f,cust_ffa6b53b,2024-08-01,4,456.33,1,1294.51,2024-08-03
usage_cd8d4962,sub_d4e52b6f,cust_ffa6b53b,2024-09-01,2,595.59,1,747.16,2024-09-06
usage_09e71150,sub_d4e52b6f,cust_ffa6b53b,2024-10-01,1,261.11,1,218.82,2024-10-03
usage_909ec0c7,sub_d4e52b6f,cust_ffa6b53b,2024-11-01,1,239.8,1,487.43,2024-11-04
usage_241ecf1c,sub_d4e52b6f,cust_ffa6b53b,2024-12-01,3,1082.48,1,613.71,2024-12-02
usage_03ee8b46,sub_5bdf715c,cust_ec5d96a2,2024-10-01,3229,1552419.55,1261,407766.78,2024-10-06
usage_bb53c00a,sub_5bdf715c,cust_ec5d96a2,2024-11-01,3907,924786.52,1261,1325858.41,2024-11-03
usage_c884baab,sub_5bdf715c,cust_ec5d96a2,2024-12-01,1445,288073.43,1261,502349.86,2024-12-05
usage_59bf24dc,sub_cf854db3,cust_ea522bb5,2024-08-01,2415,91910.81,1794,904213.14,2024-08-02
usage_1d0ce344,sub_cf854db3,cust_ea522bb5,2024-09-01,2683,175817.18,1794,1112426.75,2024-09-02
usage_ba204a04,sub_cf854db3,cust_ea522bb5,2024-10-01,3843,1674182.81,1794,1143569.21,2024-10-04
usage_820a6f42,sub_cf854db3,cust_ea522bb5,2024-11-01,4456,1950456.12,1794,1395730.37,2024-11-06
usage_bbd860c1,sub_cf854db3,cust_ea522bb5,2024-12-01,3931,460462.0,1794,1740702.52,2024-12-02
usage_fe2d9102,sub_3665517d,cust_4e26c158,2024-08-01,1,232.23,1,450.73,2024-08-02
usage_971fc334,sub_3665517d,cust_4e26c158,2024-09-01,2,29.49,1,475.3,2024-09-02
usage_9c36c939,sub_3665517d,cust_4e26c158,2024-10-01,2,900.89,1,255.56,2024-10-06
usage_d39757c2,sub_3665517d,cust_4e26c158,2024-11-01,2,337.38,1,380.4,2024-11-03
usage_a3e7633f,sub_3665517d,cust_4e26c158,2024-12-01,1,18.82,1,186.13,2024-12-05
usage_3a44bbad,sub_ed783c45,cust_aff10e4f,2024-07-01,2690,1148038.56,983,971276.99,2024-07-06
usage_ca7d8a56,sub_ed783c45,cust_aff10e4f,2024-08-01,2404,726992.48,983,245097.6,2024-08-04
usage_5ce4ad08,sub_ed783c45,cust_aff10e4f,2024-09-01,1918,832412.01,983,373028.37,2024-09-05
usage_e9e635af,sub_ed783c45,cust_aff10e4f,2024-10-01,1234,98700.96,983,365721.78,2024-10-02
usage_9c01cdff,sub_ed783c45,cust_aff10e4f,2024-11-01,2269,76685.68,983,874022.25,2024-11-06
usage_df530165,sub_ed783c45,cust_aff10e4f,2024-12-01,1365,612970.59,983,513182.17,2024-12-04
usage_678a6c37,sub_c39a1053,cust_36b922dc,2024-09-01,149,27950.27,68,21577.29,2024-09-05
usage_2a93792d,sub_c39a1053,cust_36b922dc,2024-10-01,183,31013.87,68,23294.8,2024-10-04
usage_35fa1981,sub_c39a1053,cust_36b922dc,2024-11-01,223,43519.43,68,32960.93,2024-11-03
usage_9d9b66cd,sub_c39a1053,cust_36b922dc,2024-12-01,107,35964.39,68,45373.82,2024-12-04
usage_eae5d8e0,sub_9b068677,cust_c7b40989,2024-01-01,758,54221.2,636,255198.01,2024-01-05
usage_3f6d826b,sub_9b068677,cust_c7b40989,2024-02-01,1292,604360.84,636,560679.07,2024-02-03
usage_ee7978b1,sub_9b068677,cust_c7b40989,2024-03-01,834,134779.17,636,296145.16,2024-03-03
usage_8f8f93c6,sub_9b068677,cust_c7b40989,2024-04-01,1357,292579.45,636,318859.16,2024-04-03
usage_4cd738d5,sub_9b068677,cust_c7b40989,2024-05-01,1322,261897.1,636,481702.66,2024-05-06
usage_17006753,sub_9b068677,cust_c7b40989,2024-06-01,1982,289759.88,636,373634.78,2024-06-02
usage_6fc03389,sub_9b068677,cust_c7b40989,2024-07-01,1987,38790.45,636,207970.48,2024-07-06
usage_a81f8ee7,sub_9b068677,cust_c7b40989,2024-08-01,1121,385641.57,636,330983.14,2024-08-02
usage_a98a107d,sub_9b068677,cust_c7b40989,2024-09-01,796,210591.67,636,286045.95,2024-09-04
usage_a52a8152,sub_56054a00,cust_b258bf7d,2024-06-01,590,245958.91,400,63198.81,2024-06-06
usage_9c767d91,sub_56054a00,cust_b258bf7d,2024-07-01,772,380474.14,400,345006.04,2024-07-04
usage_6a11647d,sub_56054a00,cust_b258bf7d,2024-08-01,1050,380199.23,400,226990.57,2024-08-04
usage_85379688,sub_56054a00,cust_b258bf7d,2024-09-01,787,201458.0,400,318822.21,2024-09-06
usage_6847c5b5,sub_56054a00,cust_b258bf7d,2024-10-01,413,4573.32,400,103299.93,2024-10-04
usage_a770560e,sub_56054a00,cust_b258bf7d,2024-11-01,584,272345.99,400,60027.21,2024-11-02
usage_3a13eb38,sub_56054a00,cust_b258bf7d,2024-12-01,963,239243.8,400,230757.77,2024-12-05
usage_97082f5a,sub_7d6dc669,cust_644b5971,2024-11-01,2,983.46,1,662.7,2024-11-03
usage_895efe47,sub_7d6dc669,cust_644b5971,2024-12-01,2,483.7,1,483.46,2024-12-02
usage_76e6ac8d,sub_7a903ee9,cust_7bcbc921,2024-04-01,594,119876.15,426,97294.81,2024-04-03
usage_feed6a82,sub_7a903ee9,cust_7bcbc921,2024-05-01,1457,462414.4,426,311083.59,2024-05-03
usage_04941f38,sub_7a903ee9,cust_7bcbc921,2024-06-01,1358,243666.71,426,428004.27,2024-06-06
usage_cd44f45d,sub_7a903ee9,cust_7bcbc921,2024-07-01,1436,566424.64,426,238185.12,2024-07-03
usage_662a14b3,sub_7a903ee9,cust_7bcbc921,2024-08-01,1180,572558.72,426,380294.99,2024-08-05
usage_1bb68e80,sub_7a903ee9,cust_7bcbc921,2024-09-01,423,51356.66,423,174782.72,2024-09-04
usage_2c32497b,sub_7a903ee9,cust_7bcbc921,2024-10-01,728,275562.17,426,98538.39,2024-10-04
usage_8fac9ecd,sub_7a903ee9,cust_7bcbc921,2024-11-01,1451,519806.83,426,578200.78,2024-11-02
usage_2dea846b,sub_7a903ee9,cust_7bcbc921,2024-12-01,1241,278655.69,426,270753.55,2024-12-03
usage_aef8de28,sub_653df69e,cust_b30c988f,2024-07-01,1,294.43,1,242.05,2024-07-06
usage_02315c9e,sub_653df69e,cust_b30c988f,2024-08-01,2,635.57,1,918.19,2024-08-05
usage_6d9909e2,sub_653df69e,cust_b30c988f,2024-09-01,2,481.06,1,979.11,2024-09-05
usage_b9a10eff,sub_653df69e,cust_b30c988f,2024-10-01,2,815.22,1,750.34,2024-10-06
usage_3b18a0fe,sub_653df69e,cust_b30c988f,2024-11-01,1,55.49,1,481.57,2024-11-06
usage_9d59fb54,sub_cdf365d3,cust_25989bee,2024-01-01,500,44074.17,393,114680.32,2024-01-06
usage_60ea2837,sub_cdf365d3,cust_25989bee,2024-02-01,649,217971.14,393,179631.0,2024-02-03
usage_a2c19492,sub_cdf365d3,cust_25989bee,2024-03-01,1167,263098.08,393,169142.99,2024-03-02
usage_6686aa77,sub_cdf365d3,cust_25989bee,2024-04-01,835,79321.4,393,140213.1,2024-04-04
usage_ef4cd836,sub_cdf365d3,cust_25989bee,2024-05-01,1061,352915.5,393,185975.29,2024-05-02
usage_644b15ac,sub_cdf365d3,cust_25989bee,2024-06-01,713,72360.69,393,79332.63,2024-06-06
usage_2cbb430e,sub_cdf365d3,cust_25989bee,2024-07-01,985,247210.73,393,203265.96,2024-07-02
usage_8d54b559,sub_cdf365d3,cust_25989bee,2024-08-01,473,231356.48,393,163480.01,2024-08-04
usage_b6db0976,sub_cdf365d3,cust_25989bee,2024-09-01,1006,91258.66,393,146317.29,2024-09-03
usage_d3855496,sub_cdf365d3,cust_25989bee,2024-10-01,848,360767.78,393,336789.95,2024-10-06
usage_99fa7062,sub_cdf365d3,cust_25989bee,2024-11-01,793,303569.75,393,383675.33,2024-11-06
usage_01d01d35,sub_cdf365d3,cust_25989bee,2024-12-01,651,214403.3,393,319146.47,2024-12-05
usage_3e0fbd90,sub_5b5c9af4,cust_2e711458,2024-05-01,2,79.69,1,872.59,2024-05-05
usage_2c3da3d4,sub_5b5c9af4,cust_2e711458,2024-06-01,1,210.31,1,476.97,2024-06-05
usage_2a70719f,sub_5b5c9af4,cust_2e711458,2024-07-01,2,820.26,1,505.93,2024-07-04
usage_3f7997b0,sub_5b5c9af4,cust_2e711458,2024-08-01,3,1384.89,1,369.56,2024-08-02
usage_5a1631f0,sub_5b5c9af4,cust_2e711458,2024-09-01,3,1415.67,1,597.38,2024-09-06
usage_af796720,sub_5b5c9af4,cust_2e711458,2024-10-01,2,479.14,1,212.49,2024-10-06
usage_5773b6b6,sub_5b5c9af4,cust_2e711458,2024-11-01,2,443.29,1,206.63,2024-11-06
usage_2f062ad6,sub_5b5c9af4,cust_2e711458,2024-12-01,1,418.02,1,200.35,2024-12-06
usage_45154300,sub_670ef7a4,cust_f6cf84d1,2024-10-01,71,24488.2,33,11103.13,2024-10-03
usage_ff6a2ebb,sub_670ef7a4,cust_f6cf84d1,2024-11-01,67,29200.06,33,21212.32,2024-11-05
usage_0fab2d61,sub_670ef7a4,cust_f6cf84d1,2024-12-01,67,18290.6,33,32549.2,2024-12-06
usage_6c64183a,sub_5e702ce2,cust_1ca57c8c,2024-03-01,685,268305.33,223,119375.32,2024-03-03
usage_7c945724,sub_5e702ce2,cust_1ca57c8c,2024-04-01,793,350557.66,223,348983.75,2024-04-04
usage_f5950550,sub_5e702ce2,cust_1ca57c8c,2024-05-01,471,117563.13,223,214693.03,2024-05-06
usage_c479ad23,sub_5e702ce2,cust_1ca57c8c,2024-06-01,280,79908.1,223,87056.94,2024-06-02
usage_70dfa3f8,sub_5e702ce2,cust_1ca57c8c,2024-07-01,307,74487.6,223,127926.62,2024-07-06
usage_7a11b849,sub_5e702ce2,cust_1ca57c8c,2024-08-01,379,15892.17,223,169043.99,2024-08-02
usage_57c958be,sub_5e702ce2,cust_1ca57c8c,2024-09-01,577,244563.32,223,261069.58,2024-09-06
usage_55ea36e9,sub_5e702ce2,cust_1ca57c8c,2024-10-01,533,260824.68,223,115818.21,2024-10-04
usage_f5aa4baa,sub_5e702ce2,cust_1ca57c8c,2024-11-01,501,11024.24,223,137573.29,2024-11-02
usage_fb9b18d5,sub_5e702ce2,cust_1ca57c8c,2024-12-01,614,142910.32,223,167987.44,2024-12-03
usage_5a66d720,sub_57049c6c,cust_2a31002b,2024-06-01,2,134.12,1,753.46,2024-06-04
usage_d09ca94b,sub_57049c6c,cust_2a31002b,2024-07-01,2,505.43,1,686.63,2024-07-06
usage_9ad3038e,sub_57049c6c,cust_2a31002b,2024-08-01,3,857.9,1,516.07,2024-08-05
usage_83626f1f,sub_57049c6c,cust_2a31002b,2024-09-01,1,117.04,1,485.32,2024-09-03
usage_e6156a16,sub_57049c6c,cust_2a31002b,2024-10-01,1,341.43,1,353.88,2024-10-02
usage_f5389dd0,sub_57049c6c,cust_2a31002b,2024-11-01,3,509.9,1,786.6,2024-11-04
usage_aa799e43,sub_57049c6c,cust_2a31002b,2024-12-01,3,1388.16,1,618.67,2024-12-03
usage_e6b3762f,sub_cfc12d13,cust_a7b71878,2024-04-01,156,35830.44,115,47945.87,2024-04-03
usage_8db7285b,sub_cfc12d13,cust_a7b71878,2024-05-01,186,48069.34,115,47217.98,2024-05-06
usage_1990b93b,sub_cfc12d13,cust_a7b71878,2024-06-01,173,38304.38,115,81836.43,2024-06-02
usage_0aa11f57,sub_cfc12d13,cust_a7b71878,2024-07-01,287,3915.42,115,106845.3,2024-07-03
usage_719c4487,sub_cfc12d13,cust_a7b71878,2024-08-01,351,44841.78,115,70249.51,2024-08-03
usage_d366edfa,sub_cfc12d13,cust_a7b71878,2024-09-01,265,11399.62,115,129318.76,2024-09-06
usage_e25dc954,sub_938ef94e,cust_69083632,2024-03-01,247,11555.83,87,58732.47,2024-03-05
usage_a2f6f39e,sub_938ef94e,cust_69083632,2024-04-01,292,110174.42,87,45889.43,2024-04-02
usage_192f04b4,sub_938ef94e,cust_69083632,2024-05-01,134,20181.15,87,33861.91,2024-05-03
usage_3b64808e,sub_938ef94e,cust_69083632,2024-06-01,90,21241.71,87,26333.13,2024-06-03
usage_312df54a,sub_938ef94e,cust_69083632,2024-07-01,222,32740.46,87,107818.38,2024-07-04
usage_7d08c216,sub_938ef94e,cust_69083632,2024-08-01,250,39901.57,87,115271.32,2024-08-03
usage_188b938a,sub_938ef94e,cust_69083632,2024-09-01,88,17973.94,87,27589.48,2024-09-06
usage_51f772d0,sub_938ef94e,cust_69083632,2024-10-01,131,31698.75,87,51150.4,2024-10-02
usage_f4ee154c,sub_938ef94e,cust_69083632,2024-11-01,232,103269.06,87,48119.99,2024-11-06
usage_d5c8bb0c,sub_938ef94e,cust_69083632,2024-12-01,111,30861.76,87,27346.33,2024-12-06
usage_1fde0d80,sub_1ff75e92,cust_0c860e00,2024-04-01,1524,317379.76,427,702243.08,2024-04-02
usage_c3d1c483,sub_1ff75e92,cust_0c860e00,2024-05-01,1309,583968.86,427,545697.57,2024-05-04
usage_58ab5b4b,sub_1ff75e92,cust_0c860e00,2024-06-01,1400,439883.18,427,560591.09,2024-06-03
usage_aceea564,sub_b3364e10,cust_3ab0c0ea,2024-02-01,2,810.3,1,347.67,2024-02-06
usage_652098d2,sub_b3364e10,cust_3ab0c0ea,2024-03-01,2,477.94,1,409.84,2024-03-05
usage_a0c98c66,sub_b3364e10,cust_3ab0c0ea,2024-04-01,1,277.1,1,187.01,2024-04-05
usage_6629f5f2,sub_b3364e10,cust_3ab0c0ea,2024-05-01,2,572.69,1,751.64,2024-05-06
usage_a156fbc4,sub_b3364e10,cust_3ab0c0ea,2024-06-01,1,75.51,1,160.68,2024-06-03
usage_8224529a,sub_b3364e10,cust_3ab0c0ea,2024-07-01,3,479.13,1,308.11,2024-07-03
usage_d51e226b,sub_b3364e10,cust_3ab0c0ea,2024-08-01,1,267.08,1,395.37,2024-08-04
usage_188a7f27,sub_b3364e10,cust_3ab0c0ea,2024-09-01,2,413.8,1,592.07,2024-09-04
usage_52058597,sub_f6720893,cust_c90be39a,2024-06-01,831,88766.04,289,312601.42,2024-06-05
usage_5b122ac7,sub_f6720893,cust_c90be39a,2024-07-01,542,238543.34,289,254922.4,2024-07-05
usage_b403357c,sub_f6720893,cust_c90be39a,2024-08-01,959,85417.08,289,282859.83,2024-08-06
usage_3723d3f5,sub_ca6b8fcb,cust_621afa69,2024-07-01,1,179.22,1,183.02,2024-07-06
usage_3d45b172,sub_ca6b8fcb,cust_621afa69,2024-08-01,1,272.12,1,113.67,2024-08-03
usage_d56d37e6,sub_ca6b8fcb,cust_621afa69,2024-09-01,1,41.1,1,120.54,2024-09-03
usage_e2098c8a,sub_ca6b8fcb,cust_621afa69,2024-10-01,1,457.8,1,289.42,2024-10-06
usage_4b45ac3a,sub_ca6b8fcb,cust_621afa69,2024-11-01,1,260.34,1,223.91,2024-11-02
usage_9c87199b,sub_ca6b8fcb,cust_621afa69,2024-12-01,2,697.1,1,400.7,2024-12-06
usage_f0773fd1,sub_2a2c0b6e,cust_046571cb,2024-03-01,1,24.84,1,335.06,2024-03-05
usage_9c308c5a,sub_2a2c0b6e,cust_046571cb,2024-04-01,1,270.23,1,367.68,2024-04-05
usage_9dcf0d42,sub_2a2c0b6e,cust_046571cb,2024-05-01,2,655.16,1,463.15,2024-05-06
usage_91661317,sub_2a2c0b6e,cust_046571cb,2024-06-01,1,38.35,1,322.46,2024-06-03
usage_baa9021e,sub_2a2c0b6e,cust_046571cb,2024-07-01,4,1582.81,1,1434.0,2024-07-06
usage_0bfdb2b8,sub_2a2c0b6e,cust_046571cb,2024-08-01,1,180.7,1,337.43,2024-08-03
usage_bd854319,sub_2a2c0b6e,cust_046571cb,2024-09-01,2,526.25,1,318.92,2024-09-03
usage_8b94588e,sub_2a2c0b6e,cust_046571cb,2024-10-01,1,157.25,1,304.67,2024-10-02
usage_b83f668a,sub_2a2c0b6e,cust_046571cb,2024-11-01,2,443.18,1,911.51,2024-11-03
usage_33816661,sub_0edaa04f,cust_de1531e9,2024-07-01,1,350.56,1,299.32,2024-07-02
usage_faee774b,sub_0edaa04f,cust_de1531e9,2024-08-01,1,199.0,1,114.96,2024-08-02
usage_b9bf4c49,sub_0edaa04f,cust_de1531e9,2024-09-01,2,851.79,1,649.09,2024-09-02
usage_c4984c28,sub_0edaa04f,cust_de1531e9,2024-10-01,1,496.02,1,454.79,2024-10-03
usage_59c6df7b,sub_0edaa04f,cust_de1531e9,2024-11-01,1,381.07,1,151.26,2024-11-06
usage_4e6885f2,sub_0edaa04f,cust_de1531e9,2024-12-01,2,414.64,1,371.25,2024-12-05
usage_c81f871d,sub_ab05f978,cust_d5a9ea0e,2024-06-01,233,50935.42,74,29844.88,2024-06-03
usage_c2f0d9d1,sub_ab05f978,cust_d5a9ea0e,2024-07-01,175,40517.76,74,85320.33,2024-07-02
usage_5a8a796f,sub_ab05f978,cust_d5a9ea0e,2024-08-01,267,27296.8,74,120257.34,2024-08-04
usage_7b9d137c,sub_ab05f978,cust_d5a9ea0e,2024-09-01,222,46562.98,74,72728.18,2024-09-06
usage_707aa292,sub_ab05f978,cust_d5a9ea0e,2024-10-01,89,21583.72,74,11550.53,2024-10-05
usage_d2005688,sub_ab05f978,cust_d5a9ea0e,2024-11-01,161,18910.91,74,73268.64,2024-11-05
usage_65f0c565,sub_ab05f978,cust_d5a9ea0e,2024-12-01,209,27343.29,74,82875.8,2024-12-04
usage_c6e52a60,sub_16e55b13,cust_790b8432,2024-05-01,47,20290.38,29,9820.34,2024-05-03
usage_b9030015,sub_16e55b13,cust_790b8432,2024-06-01,56,20165.21,29,25517.99,2024-06-04
usage_02c7f443,sub_16e55b13,cust_790b8432,2024-07-01,80,11641.74,29,18854.36,2024-07-03
usage_0c58dab8,sub_16e55b13,cust_790b8432,2024-08-01,63,21656.82,29,26577.58,2024-08-03
usage_4f805e38,sub_16e55b13,cust_790b8432,2024-09-01,56,24602.28,29,25848.97,2024-09-03
usage_bff2e685,sub_16e55b13,cust_790b8432,2024-10-01,105,20463.62,29,22346.01,2024-10-04
usage_0ea39366,sub_16e55b13,cust_790b8432,2024-11-01,36,6558.83,29,15800.2,2024-11-05
usage_f7894b30,sub_b36b66a0,cust_d2e02d1f,2024-03-01,2,986.37,1,849.61,2024-03-03
usage_46f7a7e3,sub_b36b66a0,cust_d2e02d1f,2024-04-01,3,893.94,1,955.87,2024-04-02
usage_37094702,sub_b36b66a0,cust_d2e02d1f,2024-05-01,3,1093.23,1,1455.04,2024-05-05
usage_05088e1e,sub_b36b66a0,cust_d2e02d1f,2024-06-01,2,178.61,1,433.4,2024-06-03
usage_09034d08,sub_b36b66a0,cust_d2e02d1f,2024-07-01,3,1234.57,1,1448.3,2024-07-04
usage_20aba67e,sub_b36b66a0,cust_d2e02d1f,2024-08-01,1,316.32,1,274.82,2024-08-06
usage_dd51db01,sub_b36b66a0,cust_d2e02d1f,2024-09-01,3,581.72,1,682.83,2024-09-02
usage_524fae9a,sub_b36b66a0,cust_d2e02d1f,2024-10-01,1,428.08,1,345.89,2024-10-06
usage_1a51cb95,sub_b36b66a0,cust_d2e02d1f,2024-11-01,2,869.29,1,878.37,2024-11-06
usage_25b32b57,sub_b36b66a0,cust_d2e02d1f,2024-12-01,1,342.42,1,193.96,2024-12-06
usage_4a0ff8a4,sub_c8505bbd,cust_dc65cf6f,2024-08-01,157,37800.07,104,38756.52,2024-08-04
usage_d6eed87a,sub_c8505bbd,cust_dc65cf6f,2024-09-01,208,8802.56,104,99047.26,2024-09-04
usage_0e6f2cf8,sub_c8505bbd,cust_dc65cf6f,2024-10-01,213,51682.61,104,65725.6,2024-10-03
usage_52da749d,sub_c8505bbd,cust_dc65cf6f,2024-11-01,285,138665.7,104,106645.41,2024-11-05
usage_b2de99f9,sub_c8505bbd,cust_dc65cf6f,2024-12-01,328,129319.25,104,84531.41,2024-12-04
usage_b309f092,sub_bd308671,cust_f875045b,2024-06-01,3,799.36,1,1050.66,2024-06-04
usage_e6fa27da,sub_bd308671,cust_f875045b,2024-07-01,1,13.25,1,111.47,2024-07-05
usage_8463f87e,sub_bd308671,cust_f875045b,2024-08-01,3,629.79,1,1468.54,2024-08-02
usage_0f43a67f,sub_bd308671,cust_f875045b,2024-09-01,2,97.7,1,502.77,2024-09-02
usage_1a65285f,sub_bd308671,cust_f875045b,2024-10-01,2,306.03,1,499.62,2024-10-06
usage_1c4359b0,sub_bd308671,cust_f875045b,2024-11-01,2,520.06,1,434.68,2024-11-03
usage_17c79eb9,sub_bd308671,cust_f875045b,2024-12-01,3,1230.81,1,1340.17,2024-12-05
usage_d1cd46c8,sub_b5f88628,cust_d72b8d7a,2024-04-01,36,14332.41,21,7385.14,2024-04-02
usage_a8babc63,sub_b5f88628,cust_d72b8d7a,2024-05-01,35,13638.2,21,6029.22,2024-05-02
usage_6befc366,sub_b5f88628,cust_d72b8d7a,2024-06-01,36,9619.08,21,5866.58,2024-06-04
usage_75dfb900,sub_b5f88628,cust_d72b8d7a,2024-07-01,57,12726.1,21,14825.84,2024-07-02
usage_ceb7d332,sub_b5f88628,cust_d72b8d7a,2024-08-01,60,28157.2,21,25508.49,2024-08-02
usage_a3c087f1,sub_b5f88628,cust_d72b8d7a,2024-09-01,57,15024.57,21,6525.3,2024-09-02
usage_17292cdc,sub_b5f88628,cust_d72b8d7a,2024-10-01,27,5813.85,21,5109.02,2024-10-04
usage_055e6603,sub_b5f88628,cust_d72b8d7a,2024-11-01,43,2648.63,21,18094.33,2024-11-05
usage_e9a970d0,sub_b5f88628,cust_d72b8d7a,2024-12-01,32,4100.98,21,8962.37,2024-12-02
usage_e406f1be,sub_71ded5e0,cust_0c6e36ed,2024-09-01,134,50086.93,53,45952.75,2024-09-02
usage_6b94a972,sub_71ded5e0,cust_0c6e36ed,2024-10-01,152,23439.93,53,72580.21,2024-10-02
usage_d37bb5a6,sub_71ded5e0,cust_0c6e36ed,2024-11-01,110,11734.34,53,54719.88,2024-11-04
usage_d14dd451,sub_71ded5e0,cust_0c6e36ed,2024-12-01,100,30930.69,53,11222.2,2024-12-02
usage_a2f3e339,sub_eca55de3,cust_3a50ef6b,2024-10-01,2,399.61,1,881.56,2024-10-06
usage_b3f0ff16,sub_eca55de3,cust_3a50ef6b,2024-11-01,2,76.25,1,712.51,2024-11-05
usage_5a2ff52e,sub_4b4240c4,cust_bb802257,2024-10-01,419,204409.62,172,115989.33,2024-10-02
