subscription_id,customer_id,plan_id,billing_cycle,user_count,start_date,end_date,status,created_at,updated_at
sub_670ef7a4,cust_f6cf84d1,team,annual,33,2024-10-24,2024-12-23,churned,2024-10-24,2024-10-28
sub_5e702ce2,cust_1ca57c8c,team,monthly,223,2024-03-14,,active,2024-03-14,2024-07-05
sub_57049c6c,cust_2a31002b,premium,monthly,1,2024-06-19,,active,2024-06-19,2024-11-20
sub_cfc12d13,cust_a7b71878,team,annual,115,2024-04-28,2024-09-16,churned,2024-04-28,2024-10-24
sub_938ef94e,cust_69083632,enterprise,annual,87,2024-03-05,,active,2024-03-05,2024-08-16
sub_1ff75e92,cust_0c860e00,business,annual,427,2024-04-24,2024-06-14,churned,2024-04-24,2024-11-10
sub_b3364e10,cust_3ab0c0ea,premium,annual,1,2024-02-25,2024-09-22,churned,2024-02-25,2024-11-01
sub_f6720893,cust_c90be39a,business,monthly,289,2024-06-24,2024-08-10,churned,2024-06-24,2024-11-11
sub_ca6b8fcb,cust_621afa69,premium,annual,1,2024-07-13,,active,2024-07-13,2024-08-03
sub_2a2c0b6e,cust_046571cb,premium,annual,1,2024-03-10,2024-11-22,churned,2024-03-10,2024-12-05
sub_0edaa04f,cust_de1531e9,personal,monthly,1,2024-07-31,,active,2024-07-31,2024-08-26
sub_ab05f978,cust_d5a9ea0e,business,monthly,74,2024-06-01,,active,2024-06-01,2024-11-08
sub_16e55b13,cust_790b8432,team,monthly,29,2024-05-05,2024-11-26,churned,2024-05-05,2024-05-14
sub_b36b66a0,cust_d2e02d1f,personal,annual,1,2024-03-10,,active,2024-03-10,2024-09-02
sub_c8505bbd,cust_dc65cf6f,business,annual,104,2024-08-17,,active,2024-08-17,2024-09-25
sub_bd308671,cust_f875045b,personal,monthly,1,2024-06-25,,active,2024-06-25,2024-07-12
sub_b5f88628,cust_d72b8d7a,business,annual,21,2024-04-07,,active,2024-04-07,2024-08-10
sub_71ded5e0,cust_0c6e36ed,team,annual,53,2024-09-25,,active,2024-09-25,2024-11-26
sub_eca55de3,cust_3a50ef6b,personal,annual,1,2024-10-03,2024-11-17,churned,2024-10-03,2024-12-11
sub_4b4240c4,cust_bb802257,team,annual,172,2024-10-11,,active,2024-10-11,2024-10-22
sub_7c95f1c1,cust_bb651146,premium,monthly,1,2024-02-05,,active,2024-02-05,2024-03-20
sub_931c384d,cust_15509fc0,business,annual,415,2024-10-01,,active,2024-10-01,2024-11-13
sub_596fde69,cust_6f41ed76,enterprise,annual,1987,2024-09-03,,active,2024-09-03,2024-11-12
sub_9268a7dd,cust_77f56fa3,personal,monthly,1,2024-02-03,2024-09-23,churned,2024-02-03,2024-11-03
sub_0d456105,cust_b0481b3d,business,monthly,141,2024-05-29,,active,2024-05-29,2024-12-13
sub_588736bc,cust_5534ea62,personal,annual,1,2024-08-25,,active,2024-08-25,2024-09-25
sub_caf2cd6d,cust_348904d9,business,monthly,70,2024-05-27,,active,2024-05-27,2024-12-26
sub_ca77d63a,cust_91f370f3,enterprise,annual,1561,2024-05-27,,active,2024-05-27,2024-06-13
sub_4e866dba,cust_eb5790e0,team,monthly,142,2024-10-25,,active,2024-10-25,2024-11-10
sub_f0da6b95,cust_92e14bac,business,monthly,83,2024-05-10,,active,2024-05-10,2024-12-15
sub_fbc2ebf2,cust_2d6a8e72,premium,annual,1,2024-09-13,,active,2024-09-13,2024-10-12
sub_d39ee0b1,cust_959bb797,team,monthly,19,2024-03-03,,active,2024-03-03,2024-04-28
sub_7458b56d,cust_a15b0da9,business,annual,1674,2024-03-10,,active,2024-03-10,2024-12-11
sub_04a649ca,cust_5a8ffd4f,enterprise,monthly,1710,2024-01-20,,active,2024-01-20,2024-06-30
sub_b55ab6c9,cust_bb552bf3,team,monthly,202,2024-04-29,,active,2024-04-29,2024-08-27
sub_7a07826b,cust_ca921ca1,enterprise,annual,463,2024-10-10,,active,2024-10-10,2024-12-23
sub_307e3297,cust_6ee8844a,team,monthly,86,2024-06-22,2024-09-16,churned,2024-06-22,2024-10-21
sub_8fc080e4,cust_ec9e3634,team,annual,8,2024-03-11,2024-05-25,churned,2024-03-11,2024-05-01
sub_3cc55c0b,cust_b5255d9e,business,annual,144,2024-03-19,,active,2024-03-19,2024-03-20
sub_ce693811,cust_d12b34f3,enterprise,annual,1482,2024-08-29,,active,2024-08-29,2024-10-17
sub_15af9671,cust_95c5830f,premium,monthly,1,2024-01-05,2024-07-31,churned,2024-01-05,2024-07-16
sub_84dc6a98,cust_0346896d,enterprise,monthly,1428,2024-11-28,,active,2024-11-28,2024-12-22
sub_dfded752,cust_46ea8cb5,business,annual,68,2024-07-30,,active,2024-07-30,2024-07-31
sub_3872e762,cust_5d02bb10,premium,annual,1,2024-08-24,,active,2024-08-24,2024-11-27
sub_28b3138f,cust_b2751f47,business,monthly,144,2024-04-02,,active,2024-04-02,2024-06-25
sub_d982a560,cust_b120c8f4,business,annual,341,2024-08-16,,active,2024-08-16,2024-12-22
sub_400d846b,cust_5aa5926c,team,monthly,130,2024-07-03,2024-10-29,churned,2024-07-03,2024-09-20
sub_685f9284,cust_65d64a65,personal,annual,1,2024-06-20,,active,2024-06-20,2024-07-05
sub_22fca463,cust_91f370f3,team,annual,138,2024-08-21,2024-09-21,churned,2024-08-21,2024-10-07
sub_595856a4,cust_9257eb5f,business,annual,1427,2024-07-31,,active,2024-07-31,2024-09-23
sub_e05dba70,cust_99f29e6f,premium,monthly,1,2024-08-28,,active,2024-08-28,2024-12-28
sub_1bebb57f,cust_e49db1d1,personal,annual,1,2024-08-04,,active,2024-08-04,2024-09-13
sub_388d3256,cust_10ee9ef9,business,annual,350,2024-01-19,,active,2024-01-19,2024-03-30
sub_d95e689c,cust_eef891fd,team,annual,1556,2024-02-27,,active,2024-02-27,2024-03-19
sub_c5559a94,cust_0cc98de0,business,annual,61,2024-09-10,,active,2024-09-10,2024-11-16
sub_9c811e49,cust_6c147a2d,team,annual,20,2024-01-15,2024-04-10,churned,2024-01-15,2024-12-11
sub_e3e89e46,cust_ff155598,personal,monthly,1,2024-01-13,,active,2024-01-13,2024-09-28
sub_8998565b,cust_df2c0f33,business,annual,196,2024-08-12,,active,2024-08-12,2024-12-07
sub_f7379949,cust_e9ac64cd,business,annual,473,2024-04-25,2024-09-30,churned,2024-04-25,2024-05-29
sub_ae96d68d,cust_4d8520e9,business,monthly,8,2024-01-20,,active,2024-01-20,2024-03-02
sub_86c69877,cust_2f52fef1,team,monthly,15,2024-06-10,,active,2024-06-10,2024-08-18
sub_781c14c9,cust_2fb69f5a,team,monthly,3,2024-03-03,,active,2024-03-03,2024-11-19
sub_e3228d8a,cust_d48c3f35,enterprise,monthly,274,2024-04-20,,active,2024-04-20,2024-12-13
sub_517b70c7,cust_19f35441,enterprise,monthly,46,2024-09-13,,active,2024-09-13,2024-10-17
sub_d3e9bc0e,cust_16ddfe88,business,monthly,110,2024-06-25,2024-12-17,churned,2024-06-25,2024-10-15
sub_947afcec,cust_01812693,team,annual,133,2024-05-19,,active,2024-05-19,2024-06-01
sub_4335a610,cust_52ec6a22,team,annual,7,2024-02-06,2024-12-30,churned,2024-02-06,2024-06-01
sub_10ba1540,cust_bdbd0a3f,team,monthly,262,2024-05-05,,active,2024-05-05,2024-09-25
sub_5a1dda19,cust_e7a026d7,team,monthly,4,2024-05-27,,active,2024-05-27,2024-06-22
sub_2f5ffd81,cust_88df2aa5,premium,monthly,1,2024-10-21,,active,2024-10-21,2024-12-01
sub_3a21b4cc,cust_7811efdd,team,monthly,963,2024-11-23,,active,2024-11-23,2024-12-19
sub_eec054d1,cust_82be8f44,enterprise,monthly,938,2024-01-26,,active,2024-01-26,2024-05-18
sub_1e1f404b,cust_0cd926b3,enterprise,annual,22,2024-07-01,,active,2024-07-01,2024-07-27
sub_4ef17c9c,cust_619b02c1,team,monthly,1681,2024-02-17,,active,2024-02-17,2024-11-12
sub_0a674929,cust_281fd315,team,monthly,58,2024-11-29,2024-12-29,churned,2024-11-29,2024-12-14
sub_5d7289a4,cust_fc7d8d3d,enterprise,monthly,459,2024-07-23,,active,2024-07-23,2024-10-11
sub_98cc1d48,cust_a15b0da9,business,annual,1535,2024-07-22,,active,2024-07-22,2024-08-31
sub_4f5a75ac,cust_de7ba86f,enterprise,annual,193,2024-09-27,2024-11-16,churned,2024-09-27,2024-11-25
sub_caa168f9,cust_88235ab9,business,monthly,11,2024-01-23,,active,2024-01-23,2024-03-05
sub_39199fde,cust_ab11219a,business,annual,123,2024-08-09,,active,2024-08-09,2024-12-28
sub_81a6c881,cust_66f83847,personal,annual,1,2024-09-01,,active,2024-09-01,2024-12-12
sub_a3988623,cust_0cc98de0,team,annual,99,2024-02-04,,active,2024-02-04,2024-08-09
sub_269202e6,cust_c000b770,personal,monthly,1,2024-10-08,,active,2024-10-08,2024-12-13
sub_fe2fbe73,cust_57fd55d9,team,annual,1587,2024-08-22,,active,2024-08-22,2024-10-16
sub_b4fd731c,cust_9257eb5f,enterprise,monthly,631,2024-06-14,,active,2024-06-14,2024-10-14
sub_af293115,cust_4ef4f968,team,annual,355,2024-04-10,,active,2024-04-10,2024-10-31
sub_625f3fa7,cust_de21b9db,business,monthly,79,2024-08-11,,active,2024-08-11,2024-12-10
sub_f3f74b18,cust_76e1e38a,business,annual,343,2024-05-17,,active,2024-05-17,2024-07-06
sub_b7b2b4d0,cust_3cef5b16,business,annual,217,2024-08-26,,active,2024-08-26,2024-12-13
sub_9b0ef9e1,cust_7480121e,enterprise,monthly,100,2024-07-11,,active,2024-07-11,2024-10-19
sub_56bad5b9,cust_3cb2ebd9,team,annual,116,2024-10-10,2024-12-27,churned,2024-10-10,2024-11-26
sub_5109c5d8,cust_a57b35c2,team,annual,256,2024-11-09,,active,2024-11-09,2024-11-26
sub_94474cd7,cust_5bd6d4d2,enterprise,annual,1403,2024-08-24,,active,2024-08-24,2024-10-08
sub_ad0c3928,cust_19cd404a,business,annual,10,2024-10-02,,active,2024-10-02,2024-10-30
sub_6727e966,cust_7e3ea170,business,monthly,50,2024-03-16,,active,2024-03-16,2024-03-16
sub_b13e8b4f,cust_551cf477,business,annual,336,2024-02-15,,active,2024-02-15,2024-02-24
sub_4d17aa89,cust_e3a25ed9,premium,annual,1,2024-06-29,,active,2024-06-29,2024-10-28
sub_d90bc73d,cust_5d2223cf,premium,monthly,1,2024-11-05,,active,2024-11-05,2024-11-16
sub_0dda65cb,cust_61ce1c05,team,annual,9,2024-10-13,,active,2024-10-13,2024-11-02
sub_db7450ea,cust_07411d8b,personal,annual,1,2024-11-06,,active,2024-11-06,2024-12-16
sub_d343afb2,cust_590bb9a2,team,monthly,104,2024-06-09,,active,2024-06-09,2024-06-26
sub_97be25f9,cust_dfd833f2,premium,annual,1,2024-05-09,2024-10-21,churned,2024-05-09,2024-12-12
sub_9ea6aee3,cust_03712333,premium,annual,1,2024-11-09,,active,2024-11-09,2024-11-29
sub_8b5ecde4,cust_6141f8fe,business,annual,53,2024-01-05,,active,2024-01-05,2024-09-09
sub_aecc97f0,cust_52ec6a22,team,annual,3,2024-03-19,,active,2024-03-19,2024-12-11
sub_eceb6482,cust_fc0f54fd,business,monthly,18,2024-04-19,,active,2024-04-19,2024-07-26
sub_730b8b25,cust_4091a2e9,business,annual,1473,2024-11-02,2024-12-05,churned,2024-11-02,2024-12-01
sub_8965de4d,cust_50578a97,premium,annual,1,2024-04-26,,active,2024-04-26,2024-11-08
sub_1ba96183,cust_d72b8d7a,business,annual,41,2024-08-01,2024-11-01,churned,2024-08-01,2024-12-27
sub_273e496d,cust_ac8be4c1,enterprise,monthly,434,2024-01-03,,active,2024-01-03,2024-02-16
sub_d75751d2,cust_a57b35c2,team,monthly,142,2024-09-23,,active,2024-09-23,2024-11-26
sub_be590b95,cust_f4496044,enterprise,annual,1545,2024-05-12,,active,2024-05-12,2024-10-12
sub_1a68a5b4,cust_e8507f5b,team,annual,214,2024-10-08,,active,2024-10-08,2024-12-02
sub_740827e4,cust_e7f6c0f2,premium,monthly,1,2024-08-27,,active,2024-08-27,2024-09-01
sub_cf6eaae1,cust_5c10fbcc,business,monthly,212,2024-11-19,,active,2024-11-19,2024-11-27
sub_a63a4d58,cust_928a7251,personal,monthly,1,2024-03-16,2024-08-21,churned,2024-03-16,2024-07-25
sub_f8d57343,cust_dcb7dcfa,personal,monthly,1,2024-09-18,,active,2024-09-18,2024-12-20
sub_336d6b57,cust_699a713d,enterprise,annual,766,2024-07-03,2024-08-08,churned,2024-07-03,2024-11-05
sub_3f4ba8d3,cust_6d30a105,team,monthly,56,2024-02-22,2024-09-25,churned,2024-02-22,2024-04-22
sub_5ef842d4,cust_639f4ae4,team,annual,8,2024-08-31,,active,2024-08-31,2024-11-28
sub_635167de,cust_21afde7e,enterprise,monthly,302,2024-07-27,,active,2024-07-27,2024-09-30
sub_ebe5f077,cust_62249921,business,annual,15,2024-06-28,,active,2024-06-28,2024-11-27
sub_9675d1f4,cust_e19e2bbc,premium,annual,1,2024-11-12,2024-12-22,churned,2024-11-12,2024-11-17
sub_cac4dd66,cust_349e929e,team,monthly,1482,2024-11-20,,active,2024-11-20,2024-12-15
sub_69888eb7,cust_2d338b7a,business,monthly,92,2024-04-26,,active,2024-04-26,2024-12-01
sub_d63c0906,cust_a2768f36,business,monthly,63,2024-10-08,2024-12-07,churned,2024-10-08,2024-11-30
sub_67d8f100,cust_6141f8fe,enterprise,annual,30,2024-07-27,,active,2024-07-27,2024-07-30
sub_abe68295,cust_3e0ebba3,team,annual,6,2024-03-21,2024-11-30,churned,2024-03-21,2024-12-12
sub_c0527787,cust_14cfa6af,business,annual,878,2024-05-08,,active,2024-05-08,2024-09-22
sub_0e108a3f,cust_ba2a808c,personal,annual,1,2024-01-26,,active,2024-01-26,2024-03-23
sub_793adaf8,cust_cfc8b6e2,team,annual,475,2024-04-18,,active,2024-04-18,2024-04-30
sub_9d2cb75f,cust_859be475,enterprise,annual,1133,2024-05-11,,active,2024-05-11,2024-10-03
sub_08fda2b2,cust_d4ef8761,business,annual,412,2024-08-31,,active,2024-08-31,2024-12-12
sub_a26a71b6,cust_f20edac7,business,monthly,73,2024-11-23,,active,2024-11-23,2024-12-01
sub_43abae68,cust_7e55e9c3,personal,annual,1,2024-08-09,,active,2024-08-09,2024-12-04
sub_5aa0d16e,cust_4d063e72,personal,annual,1,2024-05-31,2024-08-05,churned,2024-05-31,2024-07-15
sub_b90624f1,cust_dfb18497,business,annual,39,2024-10-30,,active,2024-10-30,2024-11-28
sub_340aa644,cust_f49795c7,premium,annual,1,2024-09-30,,active,2024-09-30,2024-12-22
sub_dae75152,cust_1139f88e,personal,annual,1,2024-05-02,,active,2024-05-02,2024-05-14
sub_10f20e58,cust_540999cf,team,monthly,19,2024-04-15,,active,2024-04-15,2024-09-22
sub_a66bb318,cust_a9dc6324,enterprise,monthly,413,2024-02-03,,active,2024-02-03,2024-08-14
sub_a3500f61,cust_06aecda5,business,monthly,30,2024-04-02,,active,2024-04-02,2024-08-24
sub_7d1aa2ec,cust_87b7bc95,enterprise,monthly,175,2024-06-24,,active,2024-06-24,2024-12-02
sub_f369674d,cust_f83537f1,personal,monthly,1,2024-04-27,,active,2024-04-27,2024-07-19
sub_55dfe0d7,cust_267bb07f,enterprise,monthly,1111,2024-07-22,,active,2024-07-22,2024-09-18
sub_1661af1c,cust_fda59f86,business,monthly,1497,2024-03-08,,active,2024-03-08,2024-04-20
sub_8ce5fd13,cust_d9bc3765,premium,monthly,1,2024-05-25,2024-11-23,churned,2024-05-25,2024-06-08
sub_bfd02217,cust_7ae6767f,enterprise,annual,90,2024-10-29,,active,2024-10-29,2024-11-17
sub_1756b61d,cust_10ee9ef9,enterprise,annual,51,2024-02-05,,active,2024-02-05,2024-07-26
sub_5f2d5160,cust_d1c0b40e,business,monthly,32,2024-07-15,,active,2024-07-15,2024-07-19
sub_999de463,cust_ac0edcdc,enterprise,monthly,840,2024-11-06,,active,2024-11-06,2024-12-22
sub_c804bb31,cust_acc045e5,personal,monthly,1,2024-07-13,,active,2024-07-13,2024-08-11
sub_0376c87f,cust_ae45e17f,personal,annual,1,2024-03-14,2024-08-23,churned,2024-03-14,2024-09-17
sub_d7acd076,cust_fe7e05ab,enterprise,monthly,7,2024-10-11,,active,2024-10-11,2024-11-30
sub_3f189aee,cust_19cd404a,premium,monthly,1,2024-04-30,,active,2024-04-30,2024-09-04
sub_7ed86b04,cust_4d910c96,business,monthly,1313,2024-02-25,,active,2024-02-25,2024-12-19
sub_63f9e413,cust_1d421fc7,premium,annual,1,2024-02-08,,active,2024-02-08,2024-12-23
sub_9ab3613e,cust_8630a027,enterprise,monthly,584,2024-07-19,,active,2024-07-19,2024-11-27
sub_136764bf,cust_d387eb50,enterprise,annual,1285,2024-02-21,,active,2024-02-21,2024-05-10
sub_20cb697e,cust_7985d897,enterprise,monthly,484,2024-10-08,,active,2024-10-08,2024-10-11
sub_4e62735c,cust_57dd4ce6,premium,monthly,1,2024-06-27,,active,2024-06-27,2024-09-10
sub_78a8be40,cust_60c92667,premium,annual,1,2024-10-04,,active,2024-10-04,2024-12-26
sub_00c78f27,cust_1ca57c8c,enterprise,annual,366,2024-07-21,,active,2024-07-21,2024-08-12
sub_5645d17d,cust_2bcc0767,team,monthly,6,2024-01-02,,active,2024-01-02,2024-05-01
sub_027a77cc,cust_1dc440aa,business,annual,1370,2024-01-18,,active,2024-01-18,2024-10-10
sub_949b1d14,cust_b7322759,team,annual,5,2024-11-25,,active,2024-11-25,2024-12-23
sub_fa850df5,cust_a261fcdc,premium,annual,1,2024-02-03,2024-07-11,churned,2024-02-03,2024-08-02
sub_e997ecbd,cust_bd57770a,team,monthly,33,2024-01-18,,active,2024-01-18,2024-02-27
sub_0c619ffe,cust_8b391e8d,team,annual,133,2024-07-21,,active,2024-07-21,2024-12-16
sub_082dc10e,cust_fda37853,business,monthly,99,2024-09-12,2024-12-23,churned,2024-09-12,2024-11-11
sub_de0e66d5,cust_aa96bd48,business,annual,447,2024-01-09,,active,2024-01-09,2024-08-20
sub_2e8ab069,cust_334e9be4,business,annual,238,2024-10-21,,active,2024-10-21,2024-11-20
sub_b2d3b8c0,cust_785a25a6,personal,monthly,1,2024-09-05,,active,2024-09-05,2024-10-15
sub_462b9307,cust_b2e20ccc,premium,monthly,1,2024-05-04,2024-08-19,churned,2024-05-04,2024-07-17
sub_798a43db,cust_fcf2c25f,business,monthly,405,2024-04-21,,active,2024-04-21,2024-08-06
sub_3768df19,cust_29d31d9c,enterprise,annual,221,2024-07-25,,active,2024-07-25,2024-09-24
sub_b3976cee,cust_6f238e0c,team,annual,30,2024-10-27,2024-12-17,churned,2024-10-27,2024-11-07
sub_45e95960,cust_4d6daeae,business,monthly,1055,2024-04-15,,active,2024-04-15,2024-06-11
sub_d59f4d11,cust_0e0bf17d,team,monthly,31,2024-03-02,,active,2024-03-02,2024-06-16
sub_c277262c,cust_103f8f36,team,monthly,5,2024-02-14,,active,2024-02-14,2024-02-19
sub_cb7cc20c,cust_00747296,business,monthly,391,2024-08-29,,active,2024-08-29,2024-12-15
sub_743bf3c8,cust_0ff893a6,business,monthly,112,2024-07-18,,active,2024-07-18,2024-08-06
sub_f6883448,cust_3d5ef0cc,premium,monthly,1,2024-03-21,2024-11-16,churned,2024-03-21,2024-08-04
sub_dbfb09df,cust_958300e6,team,monthly,10,2024-08-01,,active,2024-08-01,2024-10-01
sub_2dc2abff,cust_baaca5c1,enterprise,monthly,142,2024-04-15,,active,2024-04-15,2024-06-08
sub_1f532bb0,cust_55159456,team,annual,15,2024-09-30,,active,2024-09-30,2024-12-17
sub_e37af661,cust_6d78fa07,business,annual,862,2024-04-20,,active,2024-04-20,2024-11-28
sub_5acad920,cust_a15b0da9,enterprise,annual,395,2024-04-05,2024-07-10,churned,2024-04-05,2024-05-02
sub_ffac8c95,cust_4754757b,team,monthly,866,2024-04-30,,active,2024-04-30,2024-12-24
sub_76e7a8bb,cust_39e88fe7,enterprise,annual,6,2024-05-11,,active,2024-05-11,2024-12-06
sub_e1a73c50,cust_441e05f1,enterprise,monthly,126,2024-06-21,,active,2024-06-21,2024-06-30
sub_e57869b0,cust_0895ecb2,team,monthly,9,2024-02-20,,active,2024-02-20,2024-03-02
sub_7cce4477,cust_595c2c78,personal,annual,1,2024-07-01,2024-12-09,churned,2024-07-01,2024-07-10
sub_9c6a32f0,cust_2ba1b3c5,team,monthly,380,2024-02-11,,active,2024-02-11,2024-07-08
sub_5ef4f5fc,cust_638ce6bd,business,annual,102,2024-01-21,,active,2024-01-21,2024-02-23
sub_5c908c63,cust_30ac1d21,business,annual,88,2024-06-14,,active,2024-06-14,2024-11-13
sub_5f0c16fc,cust_477da79e,team,monthly,135,2024-03-10,,active,2024-03-10,2024-12-08
sub_4c700677,cust_b06e127f,personal,annual,1,2024-08-19,,active,2024-08-19,2024-12-12
sub_0c71b675,cust_6e4c0342,business,monthly,6,2024-09-01,,active,2024-09-01,2024-11-26
sub_e43fbf8a,cust_91fb78dc,team,monthly,78,2024-08-27,,active,2024-08-27,2024-11-04
sub_769a48a4,cust_790b8432,team,annual,19,2024-05-01,,active,2024-05-01,2024-09-07
sub_60c77642,cust_63721b0d,team,annual,89,2024-11-13,,active,2024-11-13,2024-11-22
sub_b2177010,cust_928a7251,premium,monthly,1,2024-10-03,,active,2024-10-03,2024-12-15
sub_29657576,cust_4884405f,personal,monthly,1,2024-09-17,,active,2024-09-17,2024-12-29
sub_70e51449,cust_d35905f2,business,annual,7,2024-01-31,2024-12-19,churned,2024-01-31,2024-11-22
sub_c3227427,cust_33e71b67,team,monthly,13,2024-06-29,,active,2024-06-29,2024-10-17
sub_c381ed39,cust_f5b6361f,business,monthly,86,2024-02-21,,active,2024-02-21,2024-03-28
sub_4c2169ca,cust_ef234ff6,team,annual,5,2024-11-11,,active,2024-11-11,2024-12-26
sub_5164afd0,cust_aff10e4f,business,monthly,1658,2024-02-07,,active,2024-02-07,2024-08-01
sub_b5608498,cust_cc803303,team,annual,157,2024-04-30,,active,2024-04-30,2024-10-27
sub_8ccc38aa,cust_1b82397c,enterprise,annual,1721,2024-07-01,,active,2024-07-01,2024-08-14
sub_f85b0ebc,cust_eeae4c73,business,monthly,955,2024-03-27,,active,2024-03-27,2024-05-21
sub_f8b9b5b2,cust_c6a0aac3,enterprise,annual,55,2024-11-30,2024-12-30,churned,2024-11-30,2024-12-12
sub_e40fc8d6,cust_b0bb030f,enterprise,annual,110,2024-05-21,2024-09-04,churned,2024-05-21,2024-07-31
sub_d58486fe,cust_eee9f32f,business,annual,1662,2024-09-28,,active,2024-09-28,2024-12-26
sub_fe70b535,cust_c9cb6fa8,business,annual,1708,2024-09-15,2024-11-16,churned,2024-09-15,2024-11-17
sub_ffdda3a9,cust_3ab17ccd,business,monthly,6,2024-06-25,,active,2024-06-25,2024-09-27
sub_9cd679dc,cust_050864c6,enterprise,annual,900,2024-01-12,,active,2024-01-12,2024-02-06
sub_74f17772,cust_c7cf45a1,team,annual,135,2024-07-03,2024-08-23,churned,2024-07-03,2024-09-09
sub_e1c67d7e,cust_1b977a08,team,monthly,463,2024-07-04,,active,2024-07-04,2024-10-01
sub_b6e97a48,cust_3ab17ccd,personal,annual,1,2024-11-24,2024-12-26,churned,2024-11-24,2024-12-07
sub_3d4f6e20,cust_d17f3301,personal,annual,1,2024-10-25,,active,2024-10-25,2024-11-27
sub_28c60756,cust_d9aea6ab,premium,annual,1,2024-08-22,,active,2024-08-22,2024-12-11
sub_97530fc0,cust_1fd94ccf,team,annual,9,2024-02-19,,active,2024-02-19,2024-09-03
sub_89422480,cust_953cefd7,business,annual,33,2024-02-09,,active,2024-02-09,2024-07-15
sub_ae6188a5,cust_53619159,enterprise,monthly,141,2024-11-13,,active,2024-11-13,2024-12-17
sub_6e99b553,cust_699b3bb5,premium,annual,1,2024-11-05,,active,2024-11-05,2024-11-15
sub_bfeb19d6,cust_8e9723f7,team,annual,278,2024-05-06,,active,2024-05-06,2024-12-07
sub_76e8e443,cust_c7cf45a1,business,monthly,145,2024-09-09,,active,2024-09-09,2024-09-22
sub_e434d5b8,cust_f95a3fa2,enterprise,monthly,1904,2024-11-03,,active,2024-11-03,2024-12-02
sub_7f176e87,cust_db55f57c,business,annual,96,2024-07-25,,active,2024-07-25,2024-10-22
sub_f2be7463,cust_76593aaf,premium,monthly,1,2024-06-04,2024-10-26,churned,2024-06-04,2024-11-11
sub_2d124906,cust_2f52fef1,team,annual,27,2024-04-02,,active,2024-04-02,2024-11-29
sub_25a5be6b,cust_005e4b2c,team,annual,33,2024-04-04,2024-12-02,churned,2024-04-04,2024-06-04
sub_65dd3dd1,cust_01812693,enterprise,annual,37,2024-07-06,,active,2024-07-06,2024-09-18
sub_12dd2355,cust_12b9eb7c,team,annual,8,2024-01-26,,active,2024-01-26,2024-06-06
sub_2da6a293,cust_348904d9,business,monthly,259,2024-03-21,,active,2024-03-21,2024-12-15
sub_adb654e9,cust_f5efdd8e,personal,annual,1,2024-08-17,2024-12-08,churned,2024-08-17,2024-11-09
sub_7a5b9b82,cust_c4c85e41,personal,annual,1,2024-08-08,,active,2024-08-08,2024-10-13
sub_be020bb1,cust_36b922dc,personal,annual,1,2024-07-30,,active,2024-07-30,2024-12-11
sub_e2c1696b,cust_046571cb,premium,annual,1,2024-04-01,,active,2024-04-01,2024-06-07
sub_8da5afae,cust_4f87d068,business,monthly,132,2024-09-14,,active,2024-09-14,2024-09-29
sub_dd70c7d4,cust_859be475,enterprise,annual,136,2024-10-14,2024-12-28,churned,2024-10-14,2024-12-22
sub_9c45a22e,cust_d3b43dfd,team,monthly,120,2024-08-10,,active,2024-08-10,2024-11-12
sub_dd3cd950,cust_dcb7dcfa,premium,monthly,1,2024-02-14,2024-10-30,churned,2024-02-14,2024-10-02
sub_7ca41451,cust_06aecda5,business,monthly,22,2024-06-28,,active,2024-06-28,2024-08-30
sub_55b0f2a7,cust_cc9a6918,enterprise,monthly,378,2024-08-03,,active,2024-08-03,2024-08-21
sub_a92aac73,cust_bb6a104f,team,annual,24,2024-11-15,,active,2024-11-15,2024-12-06
sub_f809c0ac,cust_6ad6cb37,enterprise,annual,867,2024-03-09,,active,2024-03-09,2024-07-06
sub_bac0dc7b,cust_eef891fd,team,monthly,129,2024-06-06,,active,2024-06-06,2024-07-03
sub_db26bd39,cust_3cba1ff6,premium,monthly,1,2024-08-20,,active,2024-08-20,2024-09-10
sub_708191e0,cust_1d421fc7,personal,monthly,1,2024-09-23,,active,2024-09-23,2024-12-05
sub_397ae56a,cust_3fd434ab,business,annual,156,2024-05-07,2024-12-14,churned,2024-05-07,2024-05-30
sub_dfc808b6,cust_954f5ec5,business,annual,3,2024-02-05,2024-05-29,churned,2024-02-05,2024-12-18
sub_b8e9b248,cust_0245ce58,personal,annual,1,2024-02-23,,active,2024-02-23,2024-10-05
sub_59d2ae37,cust_551e0c54,team,annual,1447,2024-10-20,,active,2024-10-20,2024-12-20
sub_eb3410e9,cust_a1c9c122,personal,annual,1,2024-11-10,,active,2024-11-10,2024-11-10
sub_96fc3135,cust_4c2dd847,enterprise,annual,1198,2024-10-21,2024-11-27,churned,2024-10-21,2024-12-24
sub_2b4d67a0,cust_ff25c3da,team,monthly,216,2024-02-27,2024-09-19,churned,2024-02-27,2024-09-20
sub_2ca2b49f,cust_1d4b2869,business,monthly,402,2024-04-23,,active,2024-04-23,2024-09-21
sub_cc526f3e,cust_39e88fe7,team,monthly,23,2024-08-27,,active,2024-08-27,2024-12-17
sub_c7461562,cust_de21b9db,business,monthly,23,2024-06-22,,active,2024-06-22,2024-07-29
sub_4eb74b7a,cust_50339ab2,team,monthly,82,2024-03-20,,active,2024-03-20,2024-12-09
